date,scheduled_start,home_team,away_team,competition,stadium_name,type,half,minute,second,team,player,coord_1_x,coord_1_y,coord_1_z,receiver,coord_2_x,coord_2_y,coord_2_z
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,throw_in,2,92,9,Dep. Riestra,Gonzalo Bravo,-0.43,-0.97,-1.0,,-0.23,-0.76,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,throw_in,2,93,50,Dep. Riestra,Jonatan Goitía,-0.77,-0.96,-1.0,,-0.77,-0.26,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,throw_in,2,94,32,Dep. Riestra,Jonatan Goitía,0.86,-0.97,-1.0,,0.83,-0.1,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,offside,1,34,22,Dep. Riestra,Walter Acuña,0.62,-0.76,-1.0,,,,
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,offside,2,80,50,Barracas Central,Maximiliano Puig,0.67,-0.75,-1.0,,,,
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,0,43,Barracas Central,Gonzalo Goñi,0.55,0.84,-1.0,Nicolás Capraro,0.66,0.13,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,0,48,Barracas Central,Nicolás Capraro,0.66,0.01,-1.0,Facundo Mater,0.5,-0.78,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,1,25,Dep. Riestra,Guillermo Pereira,-0.32,-0.73,-1.0,Alan Barrionuevo,-0.51,-0.75,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,1,29,Barracas Central,Sebastián Moyano,0.89,-0.01,-1.0,Lucas Brochero,-0.45,-0.88,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,1,30,Dep. Riestra,Alan Barrionuevo,-0.47,-0.74,-1.0,Guillermo Pereira,-0.3,-0.81,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,1,37,Dep. Riestra,Walter Acuña,0.24,-0.48,-1.0,Milton Céliz,0.17,-0.64,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,1,51,Barracas Central,Facundo Mater,0.32,-0.47,-1.0,Alexis Domínguez,-0.68,-0.76,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,2,25,Barracas Central,Facundo Mater,-0.1,-0.44,-1.0,Rodrigo Insúa,-0.53,-0.83,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,2,47,Barracas Central,Maximiliano Zalazar,-0.84,0.87,-1.0,Lucas Brochero,-0.51,0.81,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,3,44,Dep. Riestra,Ignacio Arce,-0.69,-0.14,-1.0,Nicolás Benegas,0.49,-0.38,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,3,54,Dep. Riestra,Guillermo Pereira,0.2,-0.5,-1.0,Nahuel Iribarren,-0.23,-0.38,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,4,1,Dep. Riestra,Jonatan Goitía,0.28,0.65,-1.0,Walter Acuña,0.45,0.54,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,4,17,Dep. Riestra,William Machado,0.12,0.74,-1.0,Walter Acuña,0.77,0.52,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,5,7,Dep. Riestra,Nahuel Iribarren,0.22,-0.52,-1.0,Walter Acuña,0.46,-0.76,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,5,30,Barracas Central,Nicolás Capraro,0.49,-0.72,-1.0,Sebastián Moyano,0.75,-0.03,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,5,34,Barracas Central,Sebastián Moyano,0.76,0.06,-1.0,Gonzalo Goñi,0.48,0.55,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,5,37,Barracas Central,Gonzalo Goñi,0.44,0.58,-1.0,Rodrigo Insúa,0.32,0.81,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,5,46,Barracas Central,Rodrigo Insúa,0.25,0.97,-1.0,Siro Rosané,0.54,0.67,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,5,51,Barracas Central,Siro Rosané,0.54,0.78,-1.0,Facundo Mater,0.42,-0.66,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,5,58,Barracas Central,Facundo Mater,-0.37,0.04,-1.0,Siro Rosané,-0.36,0.52,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,6,2,Barracas Central,Siro Rosané,-0.35,0.53,-1.0,Maximiliano Zalazar,-0.66,0.84,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,6,17,Dep. Riestra,William Machado,0.11,0.0,-1.0,Milton Céliz,0.31,-0.05,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,6,19,Dep. Riestra,Milton Céliz,0.26,-0.16,-1.0,William Machado,0.19,-0.15,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,6,20,Dep. Riestra,William Machado,0.14,-0.22,-1.0,Guillermo Pereira,0.19,-0.57,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,6,23,Dep. Riestra,Guillermo Pereira,0.18,-0.61,-1.0,Walter Acuña,0.52,0.18,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,6,25,Dep. Riestra,Walter Acuña,0.51,0.06,-1.0,Nicolás Benegas,0.62,-0.16,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,6,34,Barracas Central,Facundo Mater,0.5,-0.6,-1.0,Rodrigo Herrera,0.07,-0.79,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,6,39,Dep. Riestra,Nahuel Iribarren,-0.48,-0.67,-1.0,Ignacio Arce,-0.49,-0.14,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,7,0,Barracas Central,Facundo Mater,0.41,-0.65,-1.0,Rodrigo Herrera,0.28,-0.32,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,7,8,Barracas Central,Rodrigo Insúa,0.18,0.77,-1.0,Maximiliano Zalazar,-0.33,0.65,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,7,33,Barracas Central,Maximiliano Zalazar,-0.37,0.94,-1.0,Alan Cantero,-0.41,0.26,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,7,40,Barracas Central,Alan Cantero,-0.37,0.22,-1.0,Maximiliano Zalazar,-0.48,-0.27,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,7,54,Dep. Riestra,Ignacio Arce,-0.7,-0.21,-1.0,Alan Barrionuevo,-0.43,-0.66,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,8,20,Barracas Central,Facundo Mater,0.36,-0.95,-1.0,Rodrigo Herrera,0.11,-0.65,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,8,25,Barracas Central,Rodrigo Herrera,0.12,-0.65,-1.0,Nicolás Capraro,0.51,-0.71,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,8,26,Barracas Central,Nicolás Capraro,0.55,-0.63,-1.0,Gonzalo Goñi,0.6,0.29,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,8,30,Barracas Central,Gonzalo Goñi,0.54,0.3,-1.0,Rodrigo Insúa,0.33,0.79,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,8,32,Barracas Central,Rodrigo Insúa,0.34,0.79,-1.0,Gonzalo Goñi,0.49,0.39,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,8,34,Barracas Central,Gonzalo Goñi,0.46,0.41,-1.0,Rodrigo Insúa,0.23,0.82,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,8,39,Barracas Central,Rodrigo Insúa,0.13,0.5,-1.0,Siro Rosané,0.22,0.8,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,8,42,Barracas Central,Siro Rosané,0.06,0.69,-1.0,Facundo Mater,0.02,-0.53,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,8,46,Barracas Central,Facundo Mater,-0.03,-0.48,-1.0,Lucas Brochero,-0.48,-0.76,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,9,4,Barracas Central,Facundo Mater,-0.4,-0.58,-1.0,Alan Cantero,-0.18,-0.18,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,9,10,Barracas Central,Alan Cantero,-0.15,-0.25,-1.0,Lucas Brochero,-0.63,-0.8,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,9,22,Dep. Riestra,Jonatan Goitía,-0.27,0.44,-1.0,Milton Céliz,-0.29,0.2,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,9,48,Barracas Central,Alan Cantero,-0.49,-0.04,-1.0,Rodrigo Herrera,-0.16,0.16,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,9,54,Barracas Central,Rodrigo Herrera,-0.17,0.15,-1.0,Siro Rosané,-0.32,0.61,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,9,56,Barracas Central,Siro Rosané,-0.29,0.6,-1.0,Gonzalo Goñi,0.45,0.53,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,9,59,Barracas Central,Gonzalo Goñi,0.54,-0.21,-1.0,Nicolás Capraro,0.51,-0.25,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,3,Barracas Central,Nicolás Capraro,0.52,-0.28,-1.0,Facundo Mater,0.09,-0.78,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,6,Barracas Central,Facundo Mater,0.03,-0.81,-1.0,Lucas Brochero,-0.41,-0.63,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,9,Barracas Central,Lucas Brochero,-0.43,-0.66,-1.0,Facundo Mater,-0.11,-0.8,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,6,Dep. Riestra,Guillermo Pereira,-0.21,-0.68,-1.0,Milton Céliz,-0.2,-0.54,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,9,Dep. Riestra,Milton Céliz,0.12,-0.57,-1.0,Guillermo Pereira,0.14,-0.66,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,18,Barracas Central,Siro Rosané,0.19,0.04,-1.0,Alan Cantero,-0.23,0.03,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,23,Barracas Central,Alan Cantero,-0.21,-0.58,-1.0,Facundo Mater,0.32,-0.8,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,26,Barracas Central,Facundo Mater,0.36,-0.73,-1.0,Rodrigo Herrera,0.27,-0.39,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,29,Barracas Central,Rodrigo Herrera,0.19,-0.35,-1.0,Rodrigo Insúa,0.2,0.8,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,33,Barracas Central,Rodrigo Insúa,0.36,0.81,-1.0,Gonzalo Goñi,0.44,0.29,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,37,Barracas Central,Gonzalo Goñi,0.46,0.24,-1.0,Nicolás Capraro,0.46,-0.29,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,40,Barracas Central,Nicolás Capraro,0.41,-0.2,-1.0,Gonzalo Goñi,0.38,0.33,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,42,Barracas Central,Gonzalo Goñi,0.38,0.39,-1.0,Rodrigo Insúa,0.15,0.88,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,10,49,Barracas Central,Rodrigo Insúa,0.11,0.81,-1.0,Alexis Domínguez,-0.67,0.76,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,11,3,Dep. Riestra,Nicolás Benegas,0.41,-0.62,-1.0,Walter Acuña,0.49,-0.51,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,11,7,Dep. Riestra,Walter Acuña,0.44,-0.55,-1.0,Jonatan Goitía,0.31,0.55,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,12,11,Barracas Central,Nicolás Capraro,0.65,0.48,-1.0,Rodrigo Insúa,0.56,0.81,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,12,9,Dep. Riestra,Nicolás Caro Torres,-0.03,0.75,-1.0,Milton Céliz,0.1,0.2,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,12,12,Dep. Riestra,Milton Céliz,0.02,0.13,-1.0,Guillermo Pereira,0.04,-0.41,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,12,15,Dep. Riestra,Guillermo Pereira,-0.07,-0.49,-1.0,Alan Barrionuevo,-0.27,-0.46,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,12,19,Dep. Riestra,Alan Barrionuevo,-0.25,-0.44,-1.0,Milton Céliz,0.11,-0.43,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,12,27,Dep. Riestra,Alan Barrionuevo,-0.02,-0.45,-1.0,Nahuel Iribarren,-0.18,0.02,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,12,32,Dep. Riestra,Nahuel Iribarren,-0.2,0.18,-1.0,Nicolás Caro Torres,-0.16,0.42,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,12,34,Dep. Riestra,Nicolás Caro Torres,-0.15,0.4,-1.0,Nahuel Iribarren,-0.17,0.06,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,13,2,Dep. Riestra,Jonatan Goitía,0.22,0.6,-1.0,Walter Acuña,0.26,0.35,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,13,5,Dep. Riestra,Walter Acuña,0.33,0.23,-1.0,Guillermo Pereira,0.66,-0.44,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,13,20,Barracas Central,Siro Rosané,0.33,-0.03,-1.0,Gonzalo Goñi,0.7,0.28,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,13,22,Barracas Central,Gonzalo Goñi,0.69,0.4,-1.0,Rodrigo Insúa,0.42,0.76,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,13,25,Barracas Central,Rodrigo Insúa,0.36,0.83,-1.0,Maximiliano Zalazar,-0.18,0.85,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,13,47,Barracas Central,Siro Rosané,0.21,0.65,-1.0,Rodrigo Insúa,0.6,0.82,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,13,51,Barracas Central,Rodrigo Insúa,0.54,0.72,-1.0,Facundo Mater,0.4,-0.53,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,1,Barracas Central,Facundo Mater,-0.24,0.06,-1.0,Siro Rosané,-0.2,0.64,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,5,Barracas Central,Siro Rosané,-0.2,0.65,-1.0,Rodrigo Insúa,0.12,0.83,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,8,Barracas Central,Rodrigo Insúa,0.1,0.76,-1.0,Siro Rosané,0.14,0.44,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,11,Barracas Central,Siro Rosané,0.16,0.45,-1.0,Alan Cantero,-0.16,-0.1,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,13,Barracas Central,Alan Cantero,-0.18,-0.1,-1.0,Siro Rosané,0.07,0.43,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,16,Barracas Central,Siro Rosané,0.13,0.4,-1.0,Rodrigo Herrera,0.2,-0.12,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,18,Barracas Central,Rodrigo Herrera,0.2,-0.13,-1.0,Siro Rosané,0.13,0.36,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,20,Barracas Central,Siro Rosané,0.18,0.3,-1.0,Rodrigo Insúa,-0.16,0.85,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,22,Barracas Central,Rodrigo Insúa,-0.15,0.79,-1.0,Alan Cantero,-0.29,0.32,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,25,Barracas Central,Alan Cantero,-0.26,0.37,-1.0,Maximiliano Zalazar,-0.58,0.81,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,28,Barracas Central,Maximiliano Zalazar,-0.65,0.74,-1.0,Lucas Brochero,-0.74,-0.74,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,30,Barracas Central,Lucas Brochero,-0.73,-0.75,-1.0,Facundo Mater,-0.47,-0.3,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,32,Dep. Riestra,Nicolás Benegas,-0.15,-0.69,-1.0,Walter Acuña,0.1,-0.72,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,33,Dep. Riestra,Walter Acuña,0.08,-0.72,-1.0,Milton Céliz,0.16,-0.42,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,54,Barracas Central,Siro Rosané,0.49,0.54,-1.0,Rodrigo Herrera,0.13,0.14,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,14,58,Barracas Central,Rodrigo Herrera,0.12,0.13,-1.0,Siro Rosané,0.22,0.49,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,15,0,Barracas Central,Siro Rosané,0.19,0.51,-1.0,Rodrigo Insúa,0.1,0.87,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,15,3,Barracas Central,Rodrigo Insúa,0.13,0.78,-1.0,Rodrigo Herrera,0.26,0.26,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,15,5,Barracas Central,Rodrigo Herrera,0.27,0.21,-1.0,Gonzalo Goñi,0.52,-0.1,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,15,8,Barracas Central,Gonzalo Goñi,0.54,-0.12,-1.0,Facundo Mater,0.25,-0.66,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,15,12,Barracas Central,Facundo Mater,0.16,-0.56,-1.0,Siro Rosané,0.15,-0.19,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,15,14,Barracas Central,Siro Rosané,0.16,-0.23,-1.0,Facundo Mater,0.21,-0.66,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,15,16,Barracas Central,Facundo Mater,0.21,-0.59,-1.0,Siro Rosané,0.06,-0.21,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,15,19,Barracas Central,Siro Rosané,0.13,-0.2,-1.0,Maximiliano Zalazar,-0.34,-0.61,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,15,24,Barracas Central,Maximiliano Zalazar,-0.37,-0.6,-1.0,Siro Rosané,-0.08,-0.12,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,15,27,Barracas Central,Siro Rosané,-0.12,-0.09,-1.0,Rodrigo Insúa,-0.22,0.69,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,15,31,Barracas Central,Rodrigo Insúa,-0.43,0.1,-1.0,Lucas Brochero,-0.53,-0.77,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,16,15,Dep. Riestra,Milton Céliz,0.44,-0.43,-1.0,Walter Acuña,0.91,-0.72,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,16,27,Barracas Central,Lucas Brochero,0.57,-0.49,-1.0,Maximiliano Zalazar,-0.54,0.76,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,16,35,Barracas Central,Maximiliano Zalazar,-0.42,0.13,-1.0,Alan Cantero,-0.55,-0.61,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,16,41,Barracas Central,Alan Cantero,-0.57,-0.57,-1.0,Lucas Brochero,-0.49,0.12,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,16,43,Barracas Central,Lucas Brochero,-0.48,0.1,-1.0,Alan Cantero,-0.52,-0.58,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,16,57,Barracas Central,Rodrigo Insúa,0.23,0.85,-1.0,Siro Rosané,0.26,0.37,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,17,1,Barracas Central,Siro Rosané,0.26,0.4,-1.0,Nicolás Capraro,0.75,-0.31,-1.0
